,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 32,50 M","- R$ 7,22 M","- R$ 31,80 M","- R$ 6,01 M"
1,31/03/2024,"R$ 67,48 M","- R$ 10,39 M","- R$ 12,03 M","R$ 45,22 M"
2,31/12/2023,"- R$ 12,02 M","- R$ 10,96 M","R$ 58,43 M","R$ 35,41 M"
3,30/09/2023,"R$ 64,63 M","- R$ 9,48 M","- R$ 48,89 M","R$ 6,49 M"
4,30/06/2023,"R$ 56,13 M","- R$ 8,45 M","- R$ 19,90 M","R$ 27,54 M"
5,31/03/2023,"R$ 81,56 M","- R$ 8,24 M","- R$ 4,00 M","R$ 69,55 M"
6,31/12/2022,"R$ 33,72 M","- R$ 19,34 M","- R$ 5,58 M","R$ 8,50 M"
7,30/09/2022,"R$ 10,08 M","- R$ 18,48 M","- R$ 52,14 M","- R$ 60,42 M"
8,30/06/2022,"R$ 40,33 M","- R$ 9,18 M","R$ 38,21 M","R$ 69,58 M"
9,31/03/2022,"R$ 5,47 M","- R$ 31,15 M","R$ 11,56 M","- R$ 13,88 M"
10,31/12/2021,"- R$ 23,86 M","- R$ 18,82 M","R$ 39,35 M","- R$ 3,35 M"
11,30/09/2021,"R$ 43,19 M","- R$ 13,68 M","- R$ 17,01 M","R$ 12,74 M"
12,30/06/2021,"R$ 9,27 M","- R$ 11,07 M","- R$ 64,78 M","- R$ 66,86 M"
13,31/03/2021,"R$ 17,90 M","- R$ 16,84 M","- R$ 8,19 M","- R$ 6,85 M"
14,31/12/2020,"- R$ 1,96 M","- R$ 4,46 M","R$ 63,40 M","R$ 56,84 M"
15,30/09/2020,"R$ 43,61 M","- R$ 2,92 M","- R$ 4,94 M","R$ 35,97 M"
16,30/06/2020,"R$ 32,59 M","- R$ 5,55 M","- R$ 19,93 M","R$ 7,08 M"
17,31/03/2020,"R$ 37,70 M","- R$ 10,60 M","R$ 52,99 M","R$ 80,68 M"
18,31/12/2019,"- R$ 1,67 M","- R$ 16,10 M","- R$ 19,84 M","- R$ 37,77 M"
19,30/09/2019,"R$ 8,05 M","- R$ 9,72 M","R$ 11,71 M","R$ 10,37 M"
20,30/06/2019,"R$ 15,75 M","- R$ 9,35 M","- R$ 5,07 M","R$ 1,19 M"
21,31/03/2019,"R$ 34,27 M","- R$ 15,23 M","- R$ 13,10 M","R$ 6,04 M"
22,31/12/2018,"R$ 17,30 M","- R$ 11,61 M","- R$ 6,16 M","- R$ 512,00 mil"
23,30/09/2018,"R$ 12,61 M","- R$ 13,09 M","- R$ 69,35 M","- R$ 69,76 M"
24,30/06/2018,"- R$ 6,52 M","- R$ 12,84 M","R$ 28,51 M","R$ 9,29 M"
25,31/03/2018,"R$ 19,41 M","- R$ 8,87 M","- R$ 7,77 M","R$ 2,81 M"
26,31/12/2017,"R$ 17,06 M","- R$ 9,74 M","R$ 4,17 M","R$ 11,57 M"
27,30/09/2017,"R$ 16,48 M","- R$ 4,31 M","- R$ 10,37 M","R$ 1,73 M"
28,30/06/2017,"R$ 26,37 M","- R$ 1,99 M","R$ 23,84 M","R$ 48,26 M"
29,31/03/2017,"R$ 39,59 M","- R$ 9,21 M","- R$ 38,85 M","- R$ 8,52 M"
30,31/12/2016,"R$ 8,41 M","- R$ 31,98 M","R$ 33,18 M","R$ 9,57 M"
31,30/09/2016,"R$ 7,22 M","- R$ 26,89 M","R$ 57,27 M","R$ 37,53 M"
32,30/06/2016,"R$ 5,72 M","- R$ 16,97 M","- R$ 8,34 M","- R$ 19,90 M"
33,31/03/2016,"R$ 20,85 M","- R$ 10,97 M","R$ 10,66 M","R$ 19,75 M"
34,31/12/2015,"- R$ 6,67 M","- R$ 20,27 M","R$ 23,50 M","- R$ 3,45 M"
35,30/09/2015,"R$ 14,55 M","- R$ 15,06 M","R$ 7,44 M","R$ 7,32 M"
36,30/06/2015,"- R$ 11,45 M","- R$ 11,65 M","- R$ 36,07 M","- R$ 59,67 M"
37,31/03/2015,"R$ 19,08 M","- R$ 9,02 M","- R$ 3,62 M","R$ 6,73 M"
38,31/12/2014,"- R$ 8,81 M","- R$ 11,87 M","R$ 71,02 M","R$ 50,38 M"
39,30/09/2014,"R$ 9,66 M","R$ 7,39 M","R$ 4,89 M","R$ 22,07 M"
40,30/06/2014,"- R$ 4,34 M","R$ 9,26 M","R$ 5,13 M","R$ 10,03 M"
