,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 1,31 B","R$ 689,47 M","R$ 12,78",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
1,31/03/2024,"R$ 1,29 B","R$ 702,79 M","R$ 13,03",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
2,31/12/2023,"R$ 1,28 B","R$ 689,37 M","R$ 12,78",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
3,30/09/2023,"R$ 1,27 B","R$ 669,55 M","R$ 12,41",53.949.006,0,0,53.949.006,-181.400,0,0,-181.400,54.130.406,0,54.130.406
4,30/06/2023,"R$ 1,30 B","R$ 664,40 M","R$ 12,32",53.949.006,0,0,53.949.006,-181.400,0,0,-181.400,54.130.406,0,54.130.406
5,31/03/2023,"R$ 1,31 B","R$ 734,23 M","R$ 13,61",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
6,31/12/2022,"R$ 1,31 B","R$ 734,23 M","R$ 13,61",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
7,30/09/2022,"R$ 1,35 B","R$ 735,95 M","R$ 13,64",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
8,30/06/2022,"R$ 1,29 B","R$ 679,61 M","R$ 12,60",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
9,31/03/2022,"R$ 1,20 B","R$ 653,13 M","R$ 12,11",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
10,31/12/2021,"R$ 1,19 B","R$ 641,45 M","R$ 11,89",53.949.006,0,0,53.949.006,181.400,0,0,181.400,53.767.606,0,53.767.606
11,30/09/2021,"R$ 1,12 B","R$ 636,34 M","R$ 11,80",53.949.006,0,0,53.949.006,40.600,0,0,40.600,53.908.406,0,53.908.406
12,30/06/2021,"R$ 1,06 B","R$ 602,28 M","R$ 11,16",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
13,31/03/2021,"R$ 1,11 B","R$ 571,22 M","R$ 10,59",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
14,31/12/2020,"R$ 1,10 B","R$ 560,78 M","R$ 10,39",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
15,30/09/2020,"R$ 1,00 B","R$ 551,95 M","R$ 10,23",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
16,30/06/2020,"R$ 923,99 M","R$ 515,95 M","R$ 9,56",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
17,31/03/2020,"R$ 927,54 M","R$ 490,68 M","R$ 9,10",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
18,31/12/2019,"R$ 927,54 M","R$ 490,68 M","R$ 9,10",53.949.006,0,0,53.949.006,0,0,0,0,53.949.006,0,53.949.006
