,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"20,67%","8,86%","31,32%","13,42%","15,31%","7,10%","61,86%","21,14%","31,43%","34,76%","0,34","2,11","1,11","2,64"
1,31/03/2024,"21,46%","9,14%","32,51%","13,85%","15,75%","7,56%","62,47%","21,16%","31,85%","35,02%","0,36","2,16","1,16","2,63"
2,31/12/2023,"24,43%","9,56%","37,01%","14,48%","15,48%","6,94%","63,12%","20,82%","31,81%","34,82%","0,33","2,13","1,13","2,67"
3,30/09/2023,"26,83%","10,38%","40,65%","15,72%","16,86%","7,84%","63,15%","21,60%","32,88%","35,55%","0,36","2,13","1,13","2,62"
4,30/06/2023,"27,67%","10,41%","41,92%","15,77%","16,99%","8,29%","63,19%","21,45%","32,65%","35,13%","0,39","2,16","1,16","2,71"
5,31/03/2023,"27,72%","10,20%","42,01%","15,46%","17,06%","8,28%","63,33%","21,77%","32,91%","35,27%","0,38","2,08","1,08","2,81"
6,31/12/2022,"30,78%","11,00%","46,64%","16,66%","17,27%","8,56%","63,10%","22,48%","32,90%","35,14%","0,38","2,23","1,23","2,54"
7,30/09/2022,"34,13%","11,01%","51,71%","16,68%","16,75%","8,08%","63,23%","22,99%","33,00%","35,21%","0,35","2,15","1,15","2,67"
8,30/06/2022,"30,01%","10,23%","45,47%","15,50%","14,16%","7,32%","63,32%","20,42%","32,94%","35,15%","0,36","2,05","1,05","2,80"
9,31/03/2022,"28,42%","9,72%","43,06%","14,72%","14,68%","7,64%","63,73%","21,93%","33,63%","35,87%","0,35","2,06","1,06","2,94"
10,31/12/2021,"32,91%","12,98%","49,86%","19,66%","14,40%","7,71%","64,05%","22,40%","33,15%","35,40%","0,34","2,02","1,02","2,41"
11,30/09/2021,"29,05%","11,66%","44,01%","17,67%","13,91%","7,57%","63,97%","23,74%","32,24%","34,59%","0,32","2,07","1,07","2,27"
12,30/06/2021,"25,75%","11,95%","39,02%","18,11%","15,86%","9,19%","63,99%","29,31%","32,08%","34,61%","0,31","1,93","0,93","2,68"
13,31/03/2021,"23,99%","11,04%","36,35%","16,73%","15,50%","11,26%","63,87%","30,65%","32,20%","34,96%","0,37","1,92","0,92","3,19"
14,31/12/2020,"26,65%","11,07%","40,38%","16,77%","14,87%","10,87%","64,30%","31,67%","32,26%","35,23%","0,34","1,87","0,87","0,53"
15,30/09/2020,"24,25%","10,12%","36,75%","15,33%","14,11%","11,24%","63,95%","31,40%","30,75%","33,88%","0,36","1,84","0,84","0,49"
16,30/06/2020,"21,42%","9,21%","32,46%","13,95%","13,33%","10,84%","64,89%","29,99%","28,88%","32,07%","0,36","1,73","0,73","-0,30"
17,31/03/2020,"13,44%","6,86%","20,37%","10,40%","12,83%","10,47%","65,56%","29,01%","25,03%","28,27%","0,36","1,38","0,38","-0,22"
18,31/12/2019,"16,41%","8,13%","24,86%","12,31%","14,08%","11,03%","63,30%","35,33%","32,95%","36,61%","0,31","1,37","0,37","-0,70"
19,30/09/2019,"28,76%","11,02%","43,57%","16,70%","15,11%","12,05%","65,85%","37,50%","36,32%","39,78%","0,32","1,25","0,25","-0,65"
